numinscription,codefiliere,codemodule,codeeltmodule,numsession,note
EtudGI1055,GI,M02,M02A,1,11.41
EtudGI1056,GI,M02,M02B,1,6.74
EtudGI1056,GI,M02,M02A,1,3.69
EtudGI1057,GI,M02,M02B,1,2.01
EtudGI1057,GI,M02,M02A,1,2.12
EtudGI1058,GI,M02,M02B,1,19.88
EtudGI1058,GI,M02,M02A,1,13.22
EtudGI1059,GI,M02,M02B,1,0.98
EtudGI1059,GI,M02,M02A,1,15.82
EtudGI1060,GI,M02,M02B,1,13.48
EtudGI1060,GI,M02,M02A,1,15.89
EtudGI1061,GI,M02,M02B,1,12.01
EtudGI1061,GI,M02,M02A,1,6.35
EtudGI1062,GI,M02,M02B,1,4.55
EtudGI1062,GI,M02,M02A,1,3.87
EtudGI1063,GI,M02,M02B,1,5.42
EtudGI1063,GI,M02,M02A,1,3.8
EtudGI1064,GI,M02,M02B,1,17.85
EtudGI1064,GI,M02,M02A,1,1.32
EtudGI1065,GI,M02,M02B,1,5.74
EtudGI1065,GI,M02,M02A,1,1.35
EtudGI1066,GI,M02,M02B,1,6.16
EtudGI1066,GI,M02,M02A,1,3.8
EtudGI1067,GI,M02,M02B,1,9.11
EtudGI1067,GI,M02,M02A,1,19.42
EtudGI1068,GI,M02,M02B,1,19.6
EtudGI1068,GI,M02,M02A,1,0.61
EtudGI1069,GI,M02,M02B,1,9.78
EtudGI1069,GI,M02,M02A,1,3.28
EtudGI1070,GI,M02,M02B,1,3.26
EtudGI1070,GI,M02,M02A,1,16.25
EtudGI1071,GI,M02,M02B,1,1.53
EtudGI1071,GI,M02,M02A,1,13.97
EtudGI1072,GI,M02,M02B,1,0.64
EtudGI1072,GI,M02,M02A,1,15.54
EtudGI1073,GI,M02,M02B,1,14.99
EtudGI1073,GI,M02,M02A,1,7.28
EtudGI1074,GI,M02,M02B,1,1.41
EtudGI1074,GI,M02,M02A,1,0.27
EtudGI1075,GI,M02,M02B,1,9.61
EtudGI1075,GI,M02,M02A,1,0.13
EtudGI1076,GI,M02,M02B,1,17.63
EtudGI1076,GI,M02,M02A,1,18.67
EtudGI1077,GI,M02,M02B,1,2.53
EtudGI1077,GI,M02,M02A,1,7.57
EtudGI1078,GI,M02,M02B,1,2.83
EtudGI1078,GI,M02,M02A,1,9.81
EtudGI1079,GI,M02,M02B,1,6.71
EtudGI1079,GI,M02,M02A,1,4.86
EtudGI1080,GI,M02,M02B,1,3.19
EtudGI1080,GI,M02,M02A,1,2.58
EtudGI1081,GI,M02,M02B,1,14.35
EtudGI1081,GI,M02,M02A,1,18.51
EtudGI1082,GI,M02,M02B,1,17.39
EtudGI1082,GI,M02,M02A,1,6.55
EtudGI1083,GI,M02,M02B,1,13.22
EtudGI1083,GI,M02,M02A,1,16.8
EtudGI1084,GI,M02,M02B,1,19.79
EtudGI1084,GI,M02,M02A,1,15.62
EtudGI1085,GI,M02,M02B,1,11.65
EtudGI1085,GI,M02,M02A,1,4.38
EtudGI1086,GI,M02,M02B,1,6.59
EtudGI1086,GI,M02,M02A,1,2.58
EtudGI1087,GI,M02,M02B,1,1.88
EtudGI1087,GI,M02,M02A,1,18.14
EtudGI1088,GI,M02,M02B,1,12.41
EtudGI1088,GI,M02,M02A,1,15.49
EtudGI1089,GI,M02,M02B,1,2.18
EtudGI1089,GI,M02,M02A,1,2.8
EtudGI1090,GI,M02,M02B,1,0.43
EtudGI1090,GI,M02,M02A,1,9.13
EtudGI1091,GI,M02,M02B,1,6.92
EtudGI1091,GI,M02,M02A,1,15.8
EtudGI1092,GI,M02,M02B,1,5.85
EtudGI1092,GI,M02,M02A,1,13.18
EtudGI1093,GI,M02,M02B,1,17.34
EtudGI1093,GI,M02,M02A,1,4.27
EtudGI1094,GI,M02,M02B,1,3.92
EtudGI1094,GI,M02,M02A,1,13.47
EtudGI1095,GI,M02,M02B,1,15.72
EtudGI1095,GI,M02,M02A,1,2.33
EtudGI1096,GI,M02,M02B,1,11.32
EtudGI1096,GI,M02,M02A,1,15.65
EtudGI1097,GI,M02,M02B,1,3.4
EtudGI1097,GI,M02,M02A,1,8.7
EtudGI1098,GI,M02,M02B,1,14.7
EtudGI1098,GI,M02,M02A,1,17.85
EtudGI1099,GI,M02,M02B,1,13.81
EtudGI1099,GI,M02,M02A,1,3.01
EtudGI1100,GI,M02,M02B,1,2.65
EtudGI1100,GI,M02,M02A,1,7.72
EtudGI1101,GI,M02,M02B,1,17.66
EtudGI1101,GI,M02,M02A,1,18.65
EtudGI1102,GI,M02,M02B,1,6.23
EtudGI1102,GI,M02,M02A,1,11.45
EtudGI1103,GI,M02,M02B,1,19.89
EtudGI1103,GI,M02,M02A,1,2.22
EtudGI1104,GI,M02,M02B,1,17.61
EtudGI1104,GI,M02,M02A,1,1.18
EtudGI1105,GI,M02,M02B,1,10.25
EtudGI1105,GI,M02,M02A,1,8.58
EtudGI1106,GI,M02,M02B,1,11.83
EtudGI1106,GI,M02,M02A,1,9.16
EtudGI1107,GI,M02,M02B,1,6.04
EtudGI1107,GI,M02,M02A,1,9.84
EtudGI1108,GI,M02,M02B,1,11.74
EtudGI1108,GI,M02,M02A,1,2.18
EtudGI1109,GI,M02,M02B,1,4.63
EtudGI1109,GI,M02,M02A,1,9.67
EtudGI1110,GI,M02,M02B,1,14.3
EtudGI1110,GI,M02,M02A,1,19.44
EtudGI1111,GI,M02,M02B,1,10.11
EtudGI1111,GI,M02,M02A,1,6.08
EtudGI1112,GI,M02,M02B,1,3.41
EtudGI1112,GI,M02,M02A,1,6.74
EtudGI1113,GI,M02,M02B,1,6.03
EtudGI1113,GI,M02,M02A,1,10.38
EtudGI1114,GI,M02,M02B,1,2.98
EtudGI1114,GI,M02,M02A,1,17.72
EtudGI1115,GI,M02,M02B,1,12.46
EtudGI1115,GI,M02,M02A,1,11.98
EtudGI1116,GI,M02,M02B,1,17.36
EtudGI1116,GI,M02,M02A,1,8.65
EtudGI1117,GI,M02,M02B,1,5.85
EtudGI1117,GI,M02,M02A,1,14.57
EtudGI1118,GI,M02,M02B,1,5.41
EtudGI1118,GI,M02,M02A,1,1.25
EtudGI1119,GI,M02,M02B,1,6.94
EtudGI1119,GI,M02,M02A,1,11.98
EtudGI1120,GI,M02,M02B,1,0.87
EtudGI1120,GI,M02,M02A,1,14.15
EtudGI1121,GI,M02,M02B,1,12.52
EtudGI1121,GI,M02,M02A,1,0.87
EtudGI1122,GI,M02,M02B,1,14.53
EtudGI1122,GI,M02,M02A,1,6.97
EtudGI1123,GI,M02,M02B,1,7.46
EtudGI1123,GI,M02,M02A,1,4.8
EtudGI1124,GI,M02,M02B,1,12.15
EtudGI1124,GI,M02,M02A,1,3.18
EtudGI1125,GI,M02,M02B,1,4.01
EtudGI1125,GI,M02,M02A,1,9.75
EtudGI1126,GI,M02,M02B,1,13.89
EtudGI1126,GI,M02,M02A,1,4.69
EtudGI1127,GI,M02,M02B,1,15.68
EtudGI1127,GI,M02,M02A,1,19.44
EtudGI1128,GI,M02,M02B,1,3.41
EtudGI1128,GI,M02,M02A,1,18.39
EtudGI1129,GI,M02,M02B,1,6.25
EtudGI1129,GI,M02,M02A,1,7.99
EtudGI1130,GI,M02,M02B,1,13.09
EtudGI1130,GI,M02,M02A,1,14.41
EtudGI1001,GI,M03,M03C,1,12.85
EtudGI1001,GI,M03,M03B,1,4.14
EtudGI1001,GI,M03,M03A,1,2.63
EtudGI1002,GI,M03,M03C,1,0.18
EtudGI1002,GI,M03,M03B,1,12.53
EtudGI1002,GI,M03,M03A,1,4.38
EtudGI1003,GI,M03,M03C,1,3.57
EtudGI1003,GI,M03,M03B,1,19.19
EtudGI1003,GI,M03,M03A,1,9.36
EtudGI1004,GI,M03,M03C,1,17.87
EtudGI1004,GI,M03,M03B,1,17.43
EtudGI1004,GI,M03,M03A,1,18.19
EtudGI1005,GI,M03,M03C,1,14.17
EtudGI1005,GI,M03,M03B,1,14.61
EtudGI1005,GI,M03,M03A,1,11.16
EtudGI1006,GI,M03,M03C,1,12.23
EtudGI1006,GI,M03,M03B,1,9.29
EtudGI1006,GI,M03,M03A,1,6.44
EtudGI1007,GI,M03,M03C,1,2.02
EtudGI1007,GI,M03,M03B,1,18.05
EtudGI1007,GI,M03,M03A,1,10.08
EtudGI1008,GI,M03,M03C,1,18.91
EtudGI1008,GI,M03,M03B,1,15.51
EtudGI1008,GI,M03,M03A,1,10.9
EtudGI1009,GI,M03,M03C,1,4.02
EtudGI1009,GI,M03,M03B,1,8.04
EtudGI1009,GI,M03,M03A,1,4.13
EtudGI1010,GI,M03,M03C,1,6
EtudGI1010,GI,M03,M03B,1,4
EtudGI1010,GI,M03,M03A,1,1.62
EtudGI1011,GI,M03,M03C,1,9.25
EtudGI1011,GI,M03,M03B,1,9.04
EtudGI1011,GI,M03,M03A,1,18.96
EtudGI1012,GI,M03,M03C,1,6.91
EtudGI1012,GI,M03,M03B,1,2.32
EtudGI1012,GI,M03,M03A,1,13.16
EtudGI1013,GI,M03,M03C,1,1.92
EtudGI1013,GI,M03,M03B,1,8.27
EtudGI1013,GI,M03,M03A,1,19.81
EtudGI1014,GI,M03,M03C,1,3.77
EtudGI1014,GI,M03,M03B,1,0.42
EtudGI1014,GI,M03,M03A,1,17.92
EtudGI1015,GI,M03,M03C,1,16.35
EtudGI1015,GI,M03,M03B,1,16.5
EtudGI1015,GI,M03,M03A,1,9.72
EtudGI1016,GI,M03,M03C,1,2.74
EtudGI1016,GI,M03,M03B,1,15.58
EtudGI1016,GI,M03,M03A,1,3.49
EtudGI1017,GI,M03,M03C,1,6.05
EtudGI1017,GI,M03,M03B,1,19.65
EtudGI1017,GI,M03,M03A,1,3.28
EtudGI1018,GI,M03,M03C,1,4.06
EtudGI1018,GI,M03,M03B,1,0.83
EtudGI1018,GI,M03,M03A,1,15.11
EtudGI1019,GI,M03,M03C,1,4.69
EtudGI1019,GI,M03,M03B,1,19.48
EtudGI1019,GI,M03,M03A,1,11.28
EtudGI1020,GI,M03,M03C,1,19.3
EtudGI1020,GI,M03,M03B,1,0.07
EtudGI1020,GI,M03,M03A,1,18.22
EtudGI1021,GI,M03,M03C,1,17.53
EtudGI1021,GI,M03,M03B,1,18.54
EtudGI1021,GI,M03,M03A,1,9.32
EtudGI1022,GI,M03,M03C,1,5.23
EtudGI1022,GI,M03,M03B,1,6.87
EtudGI1022,GI,M03,M03A,1,8.52
EtudGI1023,GI,M03,M03C,1,0.17
EtudGI1023,GI,M03,M03B,1,12.91
EtudGI1023,GI,M03,M03A,1,5.72
EtudGI1024,GI,M03,M03C,1,2.95
EtudGI1024,GI,M03,M03B,1,1.65
EtudGI1024,GI,M03,M03A,1,14.77
EtudGI1025,GI,M03,M03C,1,18.27
EtudGI1025,GI,M03,M03B,1,16.36
EtudGI1025,GI,M03,M03A,1,15.41
EtudGI1026,GI,M03,M03C,1,17.78
EtudGI1026,GI,M03,M03B,1,2.76
EtudGI1026,GI,M03,M03A,1,2.53
EtudGI1027,GI,M03,M03C,1,18.38
EtudGI1027,GI,M03,M03B,1,4.21
EtudGI1027,GI,M03,M03A,1,5.94
EtudGI1028,GI,M03,M03C,1,2.56
EtudGI1028,GI,M03,M03B,1,17.93
EtudGI1028,GI,M03,M03A,1,16.08
EtudGI1029,GI,M03,M03C,1,0.68
EtudGI1029,GI,M03,M03B,1,4.43
EtudGI1029,GI,M03,M03A,1,9.95
EtudGI1030,GI,M03,M03C,1,19.05
EtudGI1030,GI,M03,M03B,1,7.83
EtudGI1030,GI,M03,M03A,1,2.67
EtudGI1031,GI,M03,M03C,1,16.85
EtudGI1031,GI,M03,M03B,1,11.08
EtudGI1031,GI,M03,M03A,1,13
EtudGI1032,GI,M03,M03C,1,16.65
EtudGI1032,GI,M03,M03B,1,7.89
EtudGI1032,GI,M03,M03A,1,13.84
EtudGI1033,GI,M03,M03C,1,0.06
EtudGI1033,GI,M03,M03B,1,14.89
EtudGI1033,GI,M03,M03A,1,3.71
EtudGI1034,GI,M03,M03C,1,0.88
EtudGI1034,GI,M03,M03B,1,2.32
EtudGI1034,GI,M03,M03A,1,4.74
EtudGI1035,GI,M03,M03C,1,9.21
EtudGI1035,GI,M03,M03B,1,0.78
EtudGI1035,GI,M03,M03A,1,19.95
EtudGI1036,GI,M03,M03C,1,7.91
EtudGI1036,GI,M03,M03B,1,17.52
EtudGI1036,GI,M03,M03A,1,1.01
EtudGI1037,GI,M03,M03C,1,17.97
EtudGI1037,GI,M03,M03B,1,18.8
EtudGI1037,GI,M03,M03A,1,0.16
EtudGI1038,GI,M03,M03C,1,18.74
EtudGI1038,GI,M03,M03B,1,16.65
EtudGI1038,GI,M03,M03A,1,8.8
EtudGI1039,GI,M03,M03C,1,15.26
EtudGI1039,GI,M03,M03B,1,10.27
EtudGI1039,GI,M03,M03A,1,8.44
EtudGI1040,GI,M03,M03C,1,5.15
EtudGI1040,GI,M03,M03B,1,13.38
EtudGI1040,GI,M03,M03A,1,15.58
EtudGI1041,GI,M03,M03C,1,9.09
EtudGI1041,GI,M03,M03B,1,0.54
EtudGI1041,GI,M03,M03A,1,7.2
EtudGI1042,GI,M03,M03C,1,6.04
EtudGI1042,GI,M03,M03B,1,11.39
EtudGI1042,GI,M03,M03A,1,10.05
EtudGI1043,GI,M03,M03C,1,12.36
EtudGI1043,GI,M03,M03B,1,2.83
EtudGI1043,GI,M03,M03A,1,18.24
EtudGI1044,GI,M03,M03C,1,19.87
EtudGI1044,GI,M03,M03B,1,7.31
EtudGI1044,GI,M03,M03A,1,2.74
EtudGI1045,GI,M03,M03C,1,5.8
EtudGI1045,GI,M03,M03B,1,17.05
EtudGI1045,GI,M03,M03A,1,4.79
EtudGI1046,GI,M03,M03C,1,14.41
EtudGI1046,GI,M03,M03B,1,1.38
EtudGI1046,GI,M03,M03A,1,17.87
EtudGI1047,GI,M03,M03C,1,18.92
EtudGI1047,GI,M03,M03B,1,9.18
EtudGI1047,GI,M03,M03A,1,15.37
EtudGI1048,GI,M03,M03C,1,14.06
EtudGI1048,GI,M03,M03B,1,2.79
EtudGI1048,GI,M03,M03A,1,18.44
EtudGI1049,GI,M03,M03C,1,9.67
EtudGI1049,GI,M03,M03B,1,8.07
EtudGI1049,GI,M03,M03A,1,3.22
EtudGI1050,GI,M03,M03C,1,18.99
EtudGI1050,GI,M03,M03B,1,19.91
EtudGI1050,GI,M03,M03A,1,1.17
EtudGI1051,GI,M03,M03C,1,11.68
EtudGI1051,GI,M03,M03B,1,15.07
EtudGI1051,GI,M03,M03A,1,17.21
EtudGI1052,GI,M03,M03C,1,19.84
EtudGI1052,GI,M03,M03B,1,3.77
EtudGI1052,GI,M03,M03A,1,1.81
EtudGI1053,GI,M03,M03C,1,2.62
EtudGI1053,GI,M03,M03B,1,6.33
EtudGI1053,GI,M03,M03A,1,1.82
EtudGI1054,GI,M03,M03C,1,2.11
EtudGI1054,GI,M03,M03B,1,9.62
EtudGI1054,GI,M03,M03A,1,18.51
EtudGI1055,GI,M03,M03C,1,4.31
EtudGI1055,GI,M03,M03B,1,12.7
EtudGI1055,GI,M03,M03A,1,14.76
EtudGI1056,GI,M03,M03C,1,12.38
EtudGI1056,GI,M03,M03B,1,17.82
EtudGI1056,GI,M03,M03A,1,4.99
EtudGI1057,GI,M03,M03C,1,13.37
EtudGI1057,GI,M03,M03B,1,7.76
EtudGI1057,GI,M03,M03A,1,18.93
EtudGI1058,GI,M03,M03C,1,1.76
EtudGI1058,GI,M03,M03B,1,16.87
EtudGI1058,GI,M03,M03A,1,15.72
EtudGI1059,GI,M03,M03C,1,8.53
EtudGI1059,GI,M03,M03B,1,7.86
EtudGI1059,GI,M03,M03A,1,13.14
EtudGI1060,GI,M03,M03C,1,14.8
EtudGI1060,GI,M03,M03B,1,13.88
EtudGI1060,GI,M03,M03A,1,7.07
EtudGI1061,GI,M03,M03C,1,15.33
EtudGI1061,GI,M03,M03B,1,14.99
EtudGI1061,GI,M03,M03A,1,17.57
EtudGI1062,GI,M03,M03C,1,8.84
EtudGI1062,GI,M03,M03B,1,3.89
EtudGI1062,GI,M03,M03A,1,14.4
EtudGI1063,GI,M03,M03C,1,18.39
EtudGI1063,GI,M03,M03B,1,10.06
EtudGI1063,GI,M03,M03A,1,17.01
EtudGI1064,GI,M03,M03C,1,6.05
EtudGI1064,GI,M03,M03B,1,18.93
EtudGI1064,GI,M03,M03A,1,13.55
EtudGI1065,GI,M03,M03C,1,16.81
EtudGI1065,GI,M03,M03B,1,13.7
EtudGI1065,GI,M03,M03A,1,18.4
EtudGI1066,GI,M03,M03C,1,4.24
EtudGI1066,GI,M03,M03B,1,10.84
EtudGI1066,GI,M03,M03A,1,18.69
EtudGI1067,GI,M03,M03C,1,15.19
EtudGI1067,GI,M03,M03B,1,18.86
EtudGI1067,GI,M03,M03A,1,3.68
EtudGI1068,GI,M03,M03C,1,16.79
EtudGI1068,GI,M03,M03B,1,1.37
EtudGI1068,GI,M03,M03A,1,16.04
EtudGI1069,GI,M03,M03C,1,15.09
EtudGI1069,GI,M03,M03B,1,10.12
EtudGI1069,GI,M03,M03A,1,17.04
EtudGI1070,GI,M03,M03C,1,1.04
EtudGI1070,GI,M03,M03B,1,3.19
EtudGI1070,GI,M03,M03A,1,15.1
EtudGI1071,GI,M03,M03C,1,13.09
EtudGI1071,GI,M03,M03B,1,19.45
EtudGI1071,GI,M03,M03A,1,1.53
EtudGI1072,GI,M03,M03C,1,10.12
EtudGI1072,GI,M03,M03B,1,11.56
EtudGI1072,GI,M03,M03A,1,11.34
EtudGI1073,GI,M03,M03C,1,4.18
EtudGI1073,GI,M03,M03B,1,7.95
EtudGI1073,GI,M03,M03A,1,18.08
EtudGI1074,GI,M03,M03C,1,4.86
EtudGI1074,GI,M03,M03B,1,3.93
EtudGI1074,GI,M03,M03A,1,13.96
EtudGI1075,GI,M03,M03C,1,4.54
EtudGI1075,GI,M03,M03B,1,15.99
EtudGI1075,GI,M03,M03A,1,6.15
EtudGI1076,GI,M03,M03C,1,5.9
EtudGI1076,GI,M03,M03B,1,4.03
EtudGI1076,GI,M03,M03A,1,17.06
EtudGI1077,GI,M03,M03C,1,17.02
EtudGI1077,GI,M03,M03B,1,0.31
EtudGI1077,GI,M03,M03A,1,7.06
EtudGI1078,GI,M03,M03C,1,17.29
EtudGI1078,GI,M03,M03B,1,15.06
EtudGI1078,GI,M03,M03A,1,9
EtudGI1079,GI,M03,M03C,1,17.61
EtudGI1079,GI,M03,M03B,1,7.32
EtudGI1079,GI,M03,M03A,1,14.37
EtudGI1080,GI,M03,M03C,1,13.62
EtudGI1080,GI,M03,M03B,1,10.27
EtudGI1080,GI,M03,M03A,1,17.79
EtudGI1081,GI,M03,M03C,1,3.81
EtudGI1081,GI,M03,M03B,1,1.86
EtudGI1081,GI,M03,M03A,1,4.27
EtudGI1082,GI,M03,M03C,1,10.08
EtudGI1082,GI,M03,M03B,1,18.89
EtudGI1082,GI,M03,M03A,1,12.89
EtudGI1083,GI,M03,M03C,1,14.13
EtudGI1083,GI,M03,M03B,1,0.62
EtudGI1083,GI,M03,M03A,1,11.25
EtudGI1084,GI,M03,M03C,1,7.88
EtudGI1084,GI,M03,M03B,1,7.7
EtudGI1084,GI,M03,M03A,1,16.06
EtudGI1085,GI,M03,M03C,1,7.79
EtudGI1085,GI,M03,M03B,1,12.35
EtudGI1085,GI,M03,M03A,1,5.36
EtudGI1086,GI,M03,M03C,1,15.45
EtudGI1086,GI,M03,M03B,1,10.61
EtudGI1086,GI,M03,M03A,1,16.1
EtudGI1087,GI,M03,M03C,1,6.01
EtudGI1087,GI,M03,M03B,1,10.51
EtudGI1087,GI,M03,M03A,1,5.72
EtudGI1088,GI,M03,M03C,1,3.25
EtudGI1088,GI,M03,M03B,1,17.88
EtudGI1088,GI,M03,M03A,1,1.94
EtudGI1089,GI,M03,M03C,1,9.29
EtudGI1089,GI,M03,M03B,1,16.06
EtudGI1089,GI,M03,M03A,1,1.24
EtudGI1090,GI,M03,M03C,1,17.87
EtudGI1090,GI,M03,M03B,1,14.17
EtudGI1090,GI,M03,M03A,1,10.57
EtudGI1091,GI,M03,M03C,1,15.25
EtudGI1091,GI,M03,M03B,1,10.19
EtudGI1091,GI,M03,M03A,1,5.25
EtudGI1092,GI,M03,M03C,1,8.08
EtudGI1092,GI,M03,M03B,1,16.29
EtudGI1092,GI,M03,M03A,1,2.17
EtudGI1093,GI,M03,M03C,1,3.06
EtudGI1093,GI,M03,M03B,1,3.75
EtudGI1093,GI,M03,M03A,1,8.36
EtudGI1094,GI,M03,M03C,1,11.3
EtudGI1094,GI,M03,M03B,1,2.25
EtudGI1094,GI,M03,M03A,1,19.62
EtudGI1095,GI,M03,M03C,1,9.16
EtudGI1095,GI,M03,M03B,1,16.39
EtudGI1095,GI,M03,M03A,1,11.2
EtudGI1096,GI,M03,M03C,1,6.23
EtudGI1096,GI,M03,M03B,1,4.39
EtudGI1096,GI,M03,M03A,1,10.27
EtudGI1097,GI,M03,M03C,1,16.13
EtudGI1097,GI,M03,M03B,1,12.01
EtudGI1097,GI,M03,M03A,1,8.27
EtudGI1098,GI,M03,M03C,1,13.18
EtudGI1098,GI,M03,M03B,1,6.64
EtudGI1098,GI,M03,M03A,1,14.96
EtudGI1099,GI,M03,M03C,1,13.03
EtudGI1099,GI,M03,M03B,1,17.89
EtudGI1099,GI,M03,M03A,1,7.3
EtudGI1100,GI,M03,M03C,1,5.84
EtudGI1100,GI,M03,M03B,1,4.47
EtudGI1100,GI,M03,M03A,1,4.74
EtudGI1101,GI,M03,M03C,1,4.63
EtudGI1101,GI,M03,M03B,1,8.27
EtudGI1101,GI,M03,M03A,1,14.8
EtudGI1102,GI,M03,M03C,1,9.01
EtudGI1102,GI,M03,M03B,1,10.87
EtudGI1102,GI,M03,M03A,1,8.37
EtudGI1103,GI,M03,M03C,1,5.57
EtudGI1103,GI,M03,M03B,1,9.82
EtudGI1103,GI,M03,M03A,1,11.41
EtudGI1104,GI,M03,M03C,1,8.06
EtudGI1104,GI,M03,M03B,1,2.85
EtudGI1104,GI,M03,M03A,1,10.16
EtudGI1105,GI,M03,M03C,1,5.13
EtudGI1105,GI,M03,M03B,1,11.85
EtudGI1105,GI,M03,M03A,1,7.38
EtudGI1106,GI,M03,M03C,1,12.49
EtudGI1106,GI,M03,M03B,1,15.5
EtudGI1106,GI,M03,M03A,1,10.52
EtudGI1107,GI,M03,M03C,1,4.36
EtudGI1107,GI,M03,M03B,1,1.41
EtudGI1107,GI,M03,M03A,1,1.59
EtudGI1108,GI,M03,M03C,1,7.45
EtudGI1108,GI,M03,M03B,1,1.73
EtudGI1108,GI,M03,M03A,1,18.98
EtudGI1109,GI,M03,M03C,1,4.39
EtudGI1109,GI,M03,M03B,1,8.57
EtudGI1109,GI,M03,M03A,1,10.64
EtudGI1110,GI,M03,M03C,1,4.26
EtudGI1110,GI,M03,M03B,1,15.25
EtudGI1110,GI,M03,M03A,1,6.6
EtudGI1111,GI,M03,M03C,1,6.05
EtudGI1111,GI,M03,M03B,1,16.45
EtudGI1111,GI,M03,M03A,1,4.43
EtudGI1112,GI,M03,M03C,1,18.89
EtudGI1112,GI,M03,M03B,1,16.05
EtudGI1112,GI,M03,M03A,1,0.35
EtudGI1113,GI,M03,M03C,1,2.61
EtudGI1113,GI,M03,M03B,1,18.72
EtudGI1113,GI,M03,M03A,1,2.25
EtudGI1114,GI,M03,M03C,1,10.9
EtudGI1114,GI,M03,M03B,1,4.32
EtudGI1114,GI,M03,M03A,1,16.27
EtudGI1115,GI,M03,M03C,1,5.07
EtudGI1115,GI,M03,M03B,1,4.3
EtudGI1115,GI,M03,M03A,1,16.5
EtudGI1116,GI,M03,M03C,1,2.3
EtudGI1116,GI,M03,M03B,1,12.84
EtudGI1116,GI,M03,M03A,1,9.71
EtudGI1117,GI,M03,M03C,1,8.49
EtudGI1117,GI,M03,M03B,1,9.18
EtudGI1117,GI,M03,M03A,1,13.92
EtudGI1118,GI,M03,M03C,1,17.85
EtudGI1118,GI,M03,M03B,1,2.17
EtudGI1118,GI,M03,M03A,1,4.89
EtudGI1119,GI,M03,M03C,1,1.31
EtudGI1119,GI,M03,M03B,1,19.39
EtudGI1119,GI,M03,M03A,1,15.82
EtudGI1120,GI,M03,M03C,1,1.6
EtudGI1120,GI,M03,M03B,1,8.94
EtudGI1120,GI,M03,M03A,1,2.41
EtudGI1121,GI,M03,M03C,1,6.64
EtudGI1121,GI,M03,M03B,1,16.99
EtudGI1121,GI,M03,M03A,1,0.9
EtudGI1122,GI,M03,M03C,1,8.43
EtudGI1122,GI,M03,M03B,1,10.96
EtudGI1122,GI,M03,M03A,1,18.31
EtudGI1123,GI,M03,M03C,1,6.97
EtudGI1123,GI,M03,M03B,1,2.27
EtudGI1123,GI,M03,M03A,1,14.86
EtudGI1124,GI,M03,M03C,1,4.39
EtudGI1124,GI,M03,M03B,1,10.55
EtudGI1124,GI,M03,M03A,1,1.29
EtudGI1125,GI,M03,M03C,1,11.14
EtudGI1125,GI,M03,M03B,1,3.56
EtudGI1125,GI,M03,M03A,1,15.14
EtudGI1126,GI,M03,M03C,1,11.89
EtudGI1126,GI,M03,M03B,1,0.49
EtudGI1126,GI,M03,M03A,1,14.26
EtudGI1127,GI,M03,M03C,1,10.69
EtudGI1127,GI,M03,M03B,1,0.73
EtudGI1127,GI,M03,M03A,1,9.44
EtudGI1128,GI,M03,M03C,1,16.31
EtudGI1128,GI,M03,M03B,1,6.87
EtudGI1128,GI,M03,M03A,1,7.01
EtudGI1129,GI,M03,M03C,1,6.33
EtudGI1129,GI,M03,M03B,1,11.25
EtudGI1129,GI,M03,M03A,1,2.12
EtudGI1130,GI,M03,M03C,1,2.21
EtudGI1130,GI,M03,M03B,1,17.2
EtudGI1130,GI,M03,M03A,1,19.05
EtudGI1001,GI,M04,M04B,1,18.94
EtudGI1001,GI,M04,M04A,1,11.73
EtudGI1002,GI,M04,M04B,1,10.43
EtudGI1002,GI,M04,M04A,1,11.66
EtudGI1003,GI,M04,M04B,1,1.38
EtudGI1003,GI,M04,M04A,1,7.3
EtudGI1004,GI,M04,M04B,1,12.66
EtudGI1004,GI,M04,M04A,1,11.93
EtudGI1005,GI,M04,M04B,1,10.65
EtudGI1005,GI,M04,M04A,1,11.52
EtudGI1006,GI,M04,M04B,1,6.98
EtudGI1006,GI,M04,M04A,1,6.06
EtudGI1007,GI,M04,M04B,1,13.25
EtudGI1007,GI,M04,M04A,1,0.5
EtudGI1008,GI,M04,M04B,1,10.99
EtudGI1008,GI,M04,M04A,1,18.99
EtudGI1009,GI,M04,M04B,1,9.97
EtudGI1009,GI,M04,M04A,1,5.48
EtudGI1010,GI,M04,M04B,1,18.65
EtudGI1010,GI,M04,M04A,1,13.92
EtudGI1011,GI,M04,M04B,1,6.69
EtudGI1011,GI,M04,M04A,1,8.02
EtudGI1012,GI,M04,M04B,1,1.37
EtudGI1012,GI,M04,M04A,1,9.16
EtudGI1013,GI,M04,M04B,1,4.17
EtudGI1013,GI,M04,M04A,1,0.27
EtudGI1014,GI,M04,M04B,1,16.25
EtudGI1014,GI,M04,M04A,1,16.92
EtudGI1015,GI,M04,M04B,1,4.7
EtudGI1015,GI,M04,M04A,1,6.44
EtudGI1016,GI,M04,M04B,1,11.11
EtudGI1016,GI,M04,M04A,1,11.01
EtudGI1017,GI,M04,M04B,1,12.54
EtudGI1017,GI,M04,M04A,1,2.98
EtudGI1018,GI,M04,M04B,1,15.19
EtudGI1018,GI,M04,M04A,1,12.61
EtudGI1019,GI,M04,M04B,1,0.19
EtudGI1019,GI,M04,M04A,1,14.08
EtudGI1020,GI,M04,M04B,1,13.73
EtudGI1020,GI,M04,M04A,1,17.45
EtudGI1021,GI,M04,M04B,1,7.61
